category_link,subcategory_link,listing_title,listing_price,listing_vendor,listing_item,listing_link,subcategory_id,subcategory2_id,detail_name,detail_qty_sold,detail_price,pagination_link,category_id
Drugs & Chemicals,Benzos,1g Clonazolam (replaces clonazepam),"Buy price
USD 97.00
(0.0763 BTC)",BenzoChems,"Views: 661 / Bids: Fixed price
Quantity left: Unlimited",1g Clonazolam (replaces clonazepam),Benzos,RC,1g Clonazolam (replaces clonazepam),"Sold by BenzoChems -
9 sold since Dec 9, 2016ë_ë_Vendor Level 8ë_Trust Level 6",Purchase price: USD 97.00,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,75g Furanylfentanyl (High Purity),"Buy price
USD 719.97
(0.5660 BTC)",montfort,null,75g Furanylfentanyl (High Purity),Benzos,RC,75g Furanylfentanyl (High Purity),"Sold by montfort -
1 sold since May 6, 2016ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 719.97,7,Drugs & Chemicals
Drugs & Chemicals,Benzos,250g Diclazepam - High Quality,"Buy price
USD 2,597.00
(2.0389 BTC)",BenzoChems,"Views: 217 / Bids: Fixed price
Quantity left: Unlimited",250g Diclazepam - High Quality,Benzos,RC,250g Diclazepam - High Quality,"Sold by BenzoChems -
0 sold since Oct 13, 2016ë_ë_Vendor Level 8ë_Trust Level 6","Purchase price: USD 2,597.00",11,Drugs & Chemicals
Drugs & Chemicals,Benzos,bh 1kg  new,"Buy price
USD 3,424.00
(2.6920 BTC)",c10labs,"Views: 594 / Bids: Fixed price
Quantity left: Unlimited",bh 1kg  new,Benzos,RC,bh 1kg  new,"Sold by c10labs -
5 sold since Sep 1, 2016ë_ë_Vendor Level 6ë_Trust Level 5","Purchase price: USD 3,424.00",4,Drugs & Chemicals
Drugs & Chemicals,Benzos,custom 500g,"Buy price
USD 2,110.00
(1.6589 BTC)",c10labs,"Views: 274 / Bids: Fixed price
Quantity left: Unlimited",custom 500g,Benzos,RC,custom 500g,"Sold by c10labs -
1 sold since Nov 7, 2016ë_ë_Vendor Level 6ë_Trust Level 5","Purchase price: USD 2,110.00",7,Drugs & Chemicals
Drugs & Chemicals,Benzos,100g Clonazolam (Replaces clonazepam),"Buy price
USD 4,997.00
(3.9232 BTC)",BenzoChems,"Views: 148 / Bids: Fixed price
Quantity left: Unlimited",100g Clonazolam (Replaces clonazepam),Benzos,RC,100g Clonazolam (Replaces clonazepam),"Sold by BenzoChems -
0 sold since Dec 9, 2016ë_ë_Vendor Level 8ë_Trust Level 6","Purchase price: USD 4,997.00",10,Drugs & Chemicals
Drugs & Chemicals,Benzos,Tip for extra Sample Only addon to other orders!!!!!,"Buy price
USD 5.00
(0.0039 BTC)",Megamold,null,Tip for extra Sample Only addon to other orders!!!!!,Benzos,RC,Tip for extra Sample Only addon to other orders!!!...,"Sold by Megamold -
7 sold since Sep 2, 2016ë_ë_Vendor Level 2ë_Trust Level 5",Purchase price: USD 5.00,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,500g Deschloroketamine DXE Crystal (MXE Replacement),"Buy price
USD 3,999.97
(3.1448 BTC)",montfort,"Views: 691 / Bids: Fixed price
Quantity left: Unlimited",500g Deschloroketamine DXE Crystal (MXE Replacement),Benzos,RC,500g Deschloroketamine DXE Crystal (MXE Replacemen...,"Sold by montfort -
2 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7","Purchase price: USD 3,999.97",6,Drugs & Chemicals
Drugs & Chemicals,Benzos,3-FPM HCI 10 gram,"Buy price
USD 138.55
(0.1089 BTC)",rgn,"Views: 823 / Bids: Fixed price
Quantity left: Unlimited",3-FPM HCI 10 gram,Benzos,RC,3-FPM HCI 10 gram,"Sold by rgn -
20 sold since May 28, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 138.55,2,Drugs & Chemicals
Drugs & Chemicals,Benzos,1000x Flubromazolam Blotter 500mcg,"Buy price
USD 800.00
(0.6281 BTC)",Fappylicious,null,1000x Flubromazolam Blotter 500mcg,Benzos,RC,1000x Flubromazolam Blotter 500mcg,"Sold by Fappylicious -
0 sold since Nov 15, 2015ë_ë_Vendor Level 2ë_Trust Level 4",Purchase price: USD 800.00,11,Drugs & Chemicals
Drugs & Chemicals,Benzos,25 Geltabs Etizolam 1mg,"Buy price
USD 25.00
(0.0197 BTC)",Fapppylicious,null,25 Geltabs Etizolam 1mg,Benzos,RC,25 Geltabs Etizolam 1mg,"Sold by Fapppylicious -
16 sold since Dec 9, 2016ë_ë_Vendor Level 6ë_Trust Level 6",Purchase price: USD 25.00,2,Drugs & Chemicals
Drugs & Chemicals,Benzos,TH-PVP 2 gram,"Buy price
USD 42.22
(0.0331 BTC)",rgn,"Views: 55 / Bids: Fixed price
Quantity left: Unlimited",TH-PVP 2 gram,Benzos,RC,TH-PVP 2 gram,"Sold by rgn -
0 sold since Mar 1, 2017ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 42.22,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,1g (gram) Clonazolam,"Buy price
USD 65.00
(0.0511 BTC)",chemistofresearch,"Views: 377 / Bids: Fixed price
Quantity left: Unlimited",1g (gram) Clonazolam,Benzos,RC,1g (gram) Clonazolam,"Sold by chemistofresearch -
3 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 65.00,5,Drugs & Chemicals
Drugs & Chemicals,Benzos,100g Deschloroketamine DXE Crystal (MXE Replacement),"Buy price
USD 899.97
(0.7076 BTC)",montfort,"Views: 938 / Bids: Fixed price
Quantity left: Unlimited",100g Deschloroketamine DXE Crystal (MXE Replacement),Benzos,RC,100g Deschloroketamine DXE Crystal (MXE Replacemen...,"Sold by montfort -
6 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 899.97,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,1000g 4F-PV8 Crystal (A-PVP Replacement),"Buy price
USD 2,499.97
(1.9627 BTC)",montfort,"Views: 615 / Bids: Fixed price
Quantity left: Unlimited",1000g 4F-PV8 Crystal (A-PVP Replacement),Benzos,RC,1000g 4F-PV8 Crystal (A-PVP Replacement),"Sold by montfort -
0 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7","Purchase price: USD 2,499.97",12,Drugs & Chemicals
Drugs & Chemicals,Benzos,3-FPM HCI 25 gram,"Buy price
USD 277.11
(0.2179 BTC)",rgn,"Views: 442 / Bids: Fixed price
Quantity left: Unlimited",3-FPM HCI 25 gram,Benzos,RC,3-FPM HCI 25 gram,"Sold by rgn -
2 sold since May 28, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 277.11,6,Drugs & Chemicals
Drugs & Chemicals,Benzos,1000x  4mg Pfizer X2 Xanax bars,"Buy price
USD 999.99
(0.7851 BTC)",WilliamAnsom8,"Views: 47 / Bids: Fixed price
Quantity left: Unlimited",1000x  4mg Pfizer X2 Xanax bars,Benzos,RC,1000x  4mg Pfizer X2 Xanax bars,"Sold by WilliamAnsom8 -
0 sold since Apr 19, 2017ë_ë_Vendor Level 1ë_Trust Level 4",Purchase price: USD 999.99,8,Drugs & Chemicals
Drugs & Chemicals,Benzos,250mg Milligram Clonazolam,"Buy price
USD 20.00
(0.0157 BTC)",chemistofresearch,"Views: 480 / Bids: Fixed price
Quantity left: Unlimited",250mg Milligram Clonazolam,Benzos,RC,250mg Milligram Clonazolam,"Sold by chemistofresearch -
4 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 20.00,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,ETIZOLAM  - (50 GRAMS) - [FREE SHIPPING WORLDWIDE],"Buy price
USD 2,999.00
(2.3545 BTC)",MicroDroper,"Views: 67 / Bids: Fixed price
Quantity left: Unlimited",ETIZOLAM  - (50 GRAMS) - [FREE SHIPPING WORLDWIDE],Benzos,RC,ETIZOLAM  - (50 GRAMS) - [FREE SHIPPING WORLDWIDE],"Sold by MicroDroper -
0 sold since Mar 19, 2017ë_ë_Vendor Level 2ë_Trust Level 6","Purchase price: USD 2,999.00",10,Drugs & Chemicals
Drugs & Chemicals,Benzos,Flubromazepam 4MG - 100 pills - Free shipping,"Buy price
USD 90.02
(0.0707 BTC)",Markovish,"Views: 320 / Bids: Fixed price
Quantity left: Unlimited",Flubromazepam 4MG - 100 pills - Free shipping,Benzos,RC,Flubromazepam 4MG - 100 pills - Free shipping,"Sold by Markovish -
0 sold since Jun 11, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 90.02,8,Drugs & Chemicals
Drugs & Chemicals,Benzos,"1000g 4-MPD/4-MethylPentedrone(Mephedrone analog) crystal, 100% Shipping Warranty, NO Signature required","Buy price
USD 1,350.00
(1.0599 BTC)",Anny2005,"Views: 353 / Bids: Fixed price
Quantity left: Unlimited","1000g 4-MPD/4-MethylPentedrone(Mephedrone analog) crystal, 100% Shipping Warranty, NO Signature required",Benzos,RC,1000g 4-MPD/4-MethylPentedrone(Mephedrone analog) ...,"Sold by Anny2005 -
0 sold since Jul 2, 2016ë_ë_Vendor Level 5ë_Trust Level 5","Purchase price: USD 1,350.00",11,Drugs & Chemicals
Drugs & Chemicals,Benzos,custom order panomies,"Buy price
USD 2,029.86
(1.5959 BTC)",rgn,"Views: 301 / Bids: Fixed price
Quantity left: Unlimited",custom order panomies,Benzos,RC,custom order panomies,"Sold by rgn -
1 sold since Sep 27, 2016ë_ë_Vendor Level 7ë_Trust Level 6","Purchase price: USD 2,029.86",7,Drugs & Chemicals
Drugs & Chemicals,Benzos,Diclazepam 25g  (ON SALE) 100% shipping warranty,"Buy price
USD 350.00
(0.2752 BTC)",isteroids,"Views: 1146 / Bids: Fixed price
Quantity left: Unlimited",Diclazepam 25g  (ON SALE) 100% shipping warranty,Benzos,RC,Diclazepam 25g  (ON SALE) 100% shipping warranty,"Sold by isteroids -
10 sold since Apr 11, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 350.00,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,100g Etizolam (Legal Xanax) - High Quality,"Buy price
USD 1,297.00
(1.0197 BTC)",BenzoChems,"Views: 802 / Bids: Fixed price
Quantity left: Unlimited",100g Etizolam (Legal Xanax) - High Quality,Benzos,RC,100g Etizolam (Legal Xanax) - High Quality,"Sold by BenzoChems -
7 sold since May 17, 2016ë_ë_Vendor Level 8ë_Trust Level 6","Purchase price: USD 1,297.00",3,Drugs & Chemicals
Drugs & Chemicals,Benzos,50x Flubromazolam Geltabs 250mcg,"Buy price
USD 65.00
(0.0511 BTC)",Fapppylicious,"Views: 1506 / Bids: Fixed price
Quantity left: 98",50x Flubromazolam Geltabs 250mcg,Benzos,RC,50x Flubromazolam Geltabs 250mcg,"Sold by Fapppylicious -
26 sold since Jan 29, 2016ë_ë_Vendor Level 6ë_Trust Level 6",Purchase price: USD 65.00,2,Drugs & Chemicals
Drugs & Chemicals,Benzos,"Promotion sales!! $50 for U49900,MDMB-FUBINACA,FURANYL-FENTANYL,5F-ADB,4CEC","Buy price
USD 50.00
(0.0393 BTC)",fox125,"Views: 55 / Bids: Fixed price
Quantity left: Unlimited","Promotion sales!! $50 for U49900,MDMB-FUBINACA,FURANYL-FENTANYL,5F-ADB,4CEC",Benzos,RC,"Promotion sales!! $50 for U49900,MDMB-FUBINACA,FUR...","Sold by fox125 -
2 sold since Apr 14, 2017ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 50.00,6,Drugs & Chemicals
Drugs & Chemicals,Benzos,Ethyl-Hexedrone 10 gram,"Buy price
USD 125.97
(0.0989 BTC)",rgn,"Views: 140 / Bids: Fixed price
Quantity left: Unlimited",Ethyl-Hexedrone 10 gram,Benzos,RC,Ethyl-Hexedrone 10 gram,"Sold by rgn -
0 sold since Jan 5, 2017ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 125.97,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,Flunitrazolam 500mg,"Buy price
USD 80.65
(0.0634 BTC)",rgn,"Views: 503 / Bids: Fixed price
Quantity left: Unlimited",Flunitrazolam 500mg,Benzos,RC,Flunitrazolam 500mg,"Sold by rgn -
6 sold since Dec 21, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 80.65,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,100 Milligram Flubromazepam,"Buy price
USD 10.00
(0.0079 BTC)",chemistofresearch,"Views: 419 / Bids: Fixed price
Quantity left: Unlimited",100 Milligram Flubromazepam,Benzos,RC,100 Milligram Flubromazepam,"Sold by chemistofresearch -
4 sold since Aug 10, 2016ë_ë_Vendor Level 1ë_Trust Level 3",Purchase price: USD 10.00,4,Drugs & Chemicals
Drugs & Chemicals,Benzos,Flubromazepam 500mg,"Buy price
USD 78.04
(0.0613 BTC)",rgn,"Views: 331 / Bids: Fixed price
Quantity left: Unlimited",Flubromazepam 500mg,Benzos,RC,Flubromazepam 500mg,"Sold by rgn -
0 sold since Sep 1, 2016ë_ë_Vendor Level 7ë_Trust Level 6",Purchase price: USD 78.04,9,Drugs & Chemicals
Drugs & Chemicals,Benzos,50g U-47700 Powder (High Purity),"Buy price
USD 499.97
(0.3931 BTC)",montfort,null,50g U-47700 Powder (High Purity),Benzos,RC,50g U-47700 Powder (High Purity),"Sold by montfort -
9 sold since Dec 14, 2015ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 499.97,3,Drugs & Chemicals
Drugs & Chemicals,Benzos,"1000 tbs Xanax 2mg SR blue pentagons , Pfizer 1200 $","Buy price
USD 1,200.00
(0.9434 BTC)",kobrivoje,null,"1000 tbs Xanax 2mg SR blue pentagons , Pfizer 1200 $",Benzos,RC,"1000 tbs Xanax 2mg SR blue pentagons , Pfizer 1200...","Sold by kobrivoje -
1 sold since May 31, 2016ë_ë_Vendor Level 1ë_Trust Level 6","Purchase price: USD 1,200.00",7,Drugs & Chemicals
Drugs & Chemicals,Benzos,500g 4F-PV8 Crystal (A-PVP Replacement),"Buy price
USD 1,299.97
(1.0206 BTC)",montfort,"Views: 570 / Bids: Fixed price
Quantity left: Unlimited",500g 4F-PV8 Crystal (A-PVP Replacement),Benzos,RC,500g 4F-PV8 Crystal (A-PVP Replacement),"Sold by montfort -
0 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7","Purchase price: USD 1,299.97",,Drugs & Chemicals
Drugs & Chemicals,Benzos,PiHKAL The Chemical Story(e-book),"Buy price
USD 4.06
(0.0032 BTC)",Citra2016,"Views: 213 / Bids: Fixed price
Quantity left: Unlimited",PiHKAL The Chemical Story(e-book),Benzos,RC,PiHKAL The Chemical Story(e-book),"Sold by Citra2016 -
0 sold since Nov 29, 2016ë_ë_Vendor Level 4ë_Trust Level 4",Purchase price: USD 4.06,10,Drugs & Chemicals
Drugs & Chemicals,Benzos,10g 4F-PV8 Crystal (A-PVP Replacement),"Buy price
USD 79.97
(0.0629 BTC)",montfort,"Views: 974 / Bids: Fixed price
Quantity left: Unlimited",10g 4F-PV8 Crystal (A-PVP Replacement),Benzos,RC,10g 4F-PV8 Crystal (A-PVP Replacement),"Sold by montfort -
2 sold since Nov 15, 2015ë_ë_Vendor Level 6ë_Trust Level 7",Purchase price: USD 79.97,6,Drugs & Chemicals
